---- Created by LOD Exporter ----

SimSeatArm                                                       0.87427 -1.288939 0.083302    80  315   1 

SimSeatArm                                                       1.63157 0.626141 -0.237431    80  315   1 


AFCanopyToggle                                                   -1.80741 2.138695 -2.634310    70  321   1 

SimParkingBrakeToggle                                            -2.96850 0.243584 -3.664270    50  119   1 


---- Created by LOD Exporter ----
ExtinguishMasterCaution                                          -3.61750 0.931125 -1.187234    30  120   1 
AFDragChute                                                      -3.01730 1.530731 -2.690746    30  320   1 
SimCBEOSB_BRTDOWN_L                                              -3.31162 0.418499 -2.081287    30  115   1 
SimCBEOSB_BRTUP_L                                              -3.31162 -0.417391 -2.081287    30  115   1 
SimICPAA                                                         -3.26663 0.443806 -2.328054    30  126   1 
SimICPAG                                                         -3.24084 0.443806 -2.431303    30  126   1 
SimICPNav                                                        -3.21127 0.443806 -2.534389    30  126   1 
SimICPCom1                                                       -3.18214 0.443806 -2.640744    30  126   1 
SimICPCom2                                                       -3.15715 0.443806 -2.741701    30  126   1 
SimICPLIST                                                       -3.05977 0.300402 -3.028146    30  126   1 
SimICPFAck                                                       -3.00320 0.300402 -3.095554    30  126   1 
SimICPSIX                                                        -3.00320 0.216168 -3.095554    30  126   1 
SimICPMark                                                       -3.00320 0.129945 -3.095554    30  126   1 
SimICPEIGHT                                                      -3.00320 0.045954 -3.095554    30  126   1 
SimICPNINE                                                       -3.00320 -0.042135 -3.095554    30  126   1 
SimICPZERO                                                       -3.00320 -0.127989 -3.095554    30  126   1 
SimICPEnter                                                      -3.00320 -0.216462 -3.095554    30  126   1 
SimICPPrevious                                                   -3.00320 -0.300591 -3.095554    30  126   1 
SimICPTILS                                                       -3.05977 0.213426 -3.028146    30  126   1 
SimICPALOW                                                       -3.05977 0.124465 -3.028146    30  126   1 
SimICPTHREE                                                      -3.05977 0.041958 -3.028146    30  126   1 
SimICPStpt                                                       -3.05977 -0.042540 -3.028146    30  126   1 
SimICPCrus                                                       -3.05977 -0.133142 -3.028146    30  126   1 
SimICPCLEAR                                                      -3.05977 -0.217390 -3.028146    30  126   1 
SimICPNext                                                       -3.05977 -0.305735 -3.028146    30  126   1 
SimICPResetDED                                                   -3.15555 -0.434204 -2.742487    30  126   1 
SimICPDEDSEQ                                                     -3.18214 -0.433869 -2.640744    30  126   1 
SimICPDEDDOWN                                                    -3.21127 -0.435871 -2.534389    30  126   1 
SimICPDEDUP                                                      -3.24084 -0.433869 -2.431303    30  126   1 
SimDriftCO                                                       -3.26662 -0.435871 -2.328054    30  126   1 
SimSymWheelUp                                                    -2.98258 0.183023 -1.724545    30  128   1 
SimHUDBrightnessUp                                               -2.98258 -0.183065 -1.724545    30  128   1 
SimHUDBrightnessDown                                             -2.98258 -0.183065 -1.724545    30  128   2 
SimSymWheelDn                                                    -2.98258 0.184009 -1.724545    30  128   2 
SimEWSRWRPower                                                   -3.44972 -0.813844 -1.692322    30  120   1 
SimRwrPower							-3.44972 -0.813844 -1.692322    30  120   2
SimRWRSetSearch                                                  -3.44972 -0.929660 -1.692322    30  120   1 
SimRWRSetGroundPriority                                          -3.44972 -1.043837 -1.692322    30  120   1 
SimHsiHeadingInc                                                 -3.52135 -0.745783 -1.524351    30  126   1 
SimHsiCourseInc                                                  -3.52135 -0.916271 -1.524351    30  126   1 
SimHsiCourseDec                                                  -3.52135 -0.916271 -1.524351    30  126   2 
SimHsiHeadingDec                                                 -3.52135 -0.746220 -1.524351    30  126   2 
SimCBEOSB_BRTUP_R                                                -3.42068 -1.510449 -1.804538    30  120   1 
SimRWRHandoff                                                    -3.36142 -1.510449 -2.025717    30  120   1 
