---- Created by LOD Exporter ----
SimHmsSymWheelUp                                                 -2.04001 -0.959147 -1.046329    20  129   1 w
SimHmsSymWheelDn                                                 -2.04001 -0.959147 -1.046329    20  129   2 w
SimICPIFF                                                        -1.90441 0.118717 -0.937036    20  120   1 
SimAud1Com2Gd                                                    -1.97579 -0.249671 -0.954870    20  129   2 
SimAud1Com2Sql                                                   -1.97579 -0.249671 -0.954870    20  124   1 
SimILSOff                                                        -1.90441 0.000000 -0.937036    20  120   2 
SimILSOn                                                         -1.90441 0.000000 -0.937036    20  120   1 
SimICPDEDUP                                                      -1.93832 0.237803 -0.635318    20  122   1 
SimICPResetDED                                                   -1.93632 0.257800 -0.655871    15  122   1 
SimICPDEDDOWN                                                    -1.93414 0.237803 -0.678192    20  122   1 
SimICPDEDSEQ                                                     -1.93632 0.216807 -0.655871    20  122   1 
SimICPTILS                                                       -1.93231 0.168519 -0.650903    20  120   1 
SimICPALOW                                                       -1.93231 0.108061 -0.650904    20  120   1 
SimICPTHREE                                                      -1.93231 0.047604 -0.650904    20  120   1 
SimICPCrus                                                       -1.92644 0.108061 -0.711076    20  120   1 
SimICPSIX                                                        -1.92644 0.047604 -0.711076    20  120   1 
SimICPStpt                                                       -1.92644 0.168519 -0.711076    20  120   1 
SimICPMark                                                       -1.92068 0.168519 -0.770154    20  120   1 
SimICPEIGHT                                                      -1.92068 0.108061 -0.770154    20  120   1 
SimICPNINE                                                       -1.92068 0.047604 -0.770154    20  120   1 
SimICPEnter                                                      -1.91482 0.047604 -0.830327    20  120   1 
SimICPZERO                                                       -1.91482 0.108061 -0.830327    20  120   1 
SimICPCLEAR                                                      -1.91482 0.168519 -0.830327    20  120   1 
SimICPCom1                                                       -1.90643 0.249438 -0.840005    20  120   1 
SimStepComm1VolumeDown                                           -1.92362 0.253052 -0.739982    20    0   2 w
SimStepComm1VolumeUp                                             -1.92362 0.253052 -0.739982    20    0   1 w
SimStepComm2VolumeUp                                             -1.92362 -0.251764 -0.739982    20    0   1 w
SimStepComm2VolumeDown                                           -1.92362 -0.251764 -0.739982    20    0   2 w
SimICPCom2                                                       -1.90399 -0.249437 -0.839767    20  120   1 
SimAud1Com1Gd                                                    -1.97625 0.245171 -0.950097    20  129   2 
SimAud1Com1Sql                                                   -1.97625 0.245171 -0.950097    20  124   1 
SimICPNext                                                       -1.92250 -0.024595 -0.568529    20  120   1 
SimICPPrevious                                                   -1.91610 -0.024595 -0.634171    20  120   1 
SimICPLIST                                                       -1.90970 -0.024595 -0.699814    20  120   1 
SimICPFAck                                                       -1.92687 0.107217 -0.560575    20  120   1 
SimPitchLadderUp                                                 -1.96684 -0.213228 -1.098192    20  129   1 
SimPitchLadderDown                                               -1.96684 -0.213228 -1.098192    20  115   2 
SimHUDAltUp                                                      -1.96694 -0.134442 -1.096946    20  129   1 
SimHUDAltDown                                                    -1.96694 -0.134442 -1.096946    20  115   2 
SimReticleSwitchDown                                             -1.96704 0.222788 -1.095740    20  129   2 
SimReticleSwitchUp                                               -1.96704 0.222788 -1.095740    20  115   1 
SimHUDBrightnessUp                                               -1.96699 0.053197 -1.096342    20  115   1 
SimHUDBrightnessDown                                             -1.96699 0.053197 -1.096342    20  115   2 
SimSymWheelDn                                                    -1.96579 0.132574 -1.101269    20    0   2 w
SimSymWheelUp                                                    -1.96579 0.132574 -1.101269    20    0   1 w
AFCanopyToggle                                                   -1.12040 -1.123762 -1.598873    20  129   1 
SimRWRHandoff                                                    -2.08234 -0.025557 -2.197027    20  120   1 
SimRWRSetTargetSep                                               -2.08234 -0.087782 -2.197027    20  120   1 
SimRWRSetPriority                                                -2.08234 -0.150007 -2.197027    20  120   1 
SimRwrPower                                                      -2.08323 -0.212233 -2.197335    20  120   1 
SimAltPressInc                                                   -2.16489 -0.642215 -1.897492    20  129   1 w
SimAltPressDec                                                   -2.16489 -0.642215 -1.897492    20  129   2 w
