---- Created by LOD Exporter ----
AFCanopyToggle                 -0.75800 -0.986214 -1.238959    80  129   1 
AFCanopyToggle                 -1.03290 -1.037850 -1.249875    80  129   1 
AFDragChute                 -0.79144 1.039285 -1.267018    80  129   1 
AFDragChute                 -0.93653 1.039285 -1.267018    80  129   1 
ExtinguishMasterCaution     -1.81328 0.480150 -0.771008    40  127   1 
SimAltPressInc              -1.73828 0.723072 -1.460530    25  125   1 w
SimAltPressDec              -1.73828 0.723072 -1.460530    25  125   2 w
SimAntiCollOn               -0.89555 1.471924 -2.368484    35  115   1 
SimAntiCollOff              -0.89555 1.471924 -2.368484    35  115   2 
SimAuxComBackup             -1.18684 1.300843 -2.248587    35  115   2 
SimAuxComUFC                -1.18656 1.300868 -2.248587    35  115   1 
SimAVTRSwitchUp             -1.33155 -0.148500 -0.490050    20  126   1 
SimAVTRSwitchDown           -1.33155 -0.148500 -0.490050    20  126   2 
SimBupUhfFuncInc            -1.39630 1.343504 -2.268115    35  115   1 
SimBupUhfFuncDec            -1.39630 1.343504 -2.268115    35  126   2 
SimCATI                     -1.66501 1.066230 -1.982153    40  115   1 
SimCATIII                   -1.66439 1.066997 -1.982038    40  115   2 
SimCBEOSB_20L               -1.76319 0.185271 -1.419095    20  126   1 
SimCBEOSB_19L               -1.73628 0.185271 -1.471943    20   30   1 
SimCBEOSB_18L               -1.70880 0.185271 -1.526731    20  126   1 
SimCBEOSB_17L               -1.68901 0.185271 -1.577953    20  126   1 
SimCBEOSB_16L               -1.65951 0.185271 -1.635223    20  126   1 
SimCBEOSB_15L               -1.63681 0.124964 -1.678652    20  126   1 
SimCBEOSB_14L               -1.63681 0.063089 -1.678652    20  126   1 
SimCBEOSB_13L               -1.63681 0.001005 -1.678652    20  126   1 
SimCBEOSB_12L               -1.63681 -0.060661 -1.678652    20  126   1 
SimCBEOSB_11L               -1.63681 -0.122536 -1.678652    20  126   1 
SimCBEOSB_10L               -1.65741 -0.188920 -1.636717    20  126   1 
SimCBEOSB_9L                -1.68691 -0.188920 -1.579446    20  126   1 
SimCBEOSB_8L                -1.70670 -0.188920 -1.528225    20  126   1 
SimCBEOSB_7L                -1.73418 -0.188920 -1.473436    20  126   1 
SimCBEOSB_6L                -1.76109 -0.188920 -1.420588    20  126   1 
SimCBEOSB_5L                -1.78514 -0.131302 -1.356267    20  126   1 
SimCBEOSB_4L                -1.78514 -0.063472 -1.356267    20  126   1 
SimCBEOSB_3L                -1.78568 0.000591 -1.355096    20  126   1 
SimCBEOSB_2L                -1.78537 0.064678 -1.355772    20  126   1 
SimCBEOSB_1L                -1.78570 0.129504 -1.355071    20  126   1 
SimCBEOSB_BRTUP_L           -1.56743 -0.023881 -1.762563    20  126   1 w
SimCBEOSB_BRTDOWN_L         -1.56743 -0.023881 -1.762563    20  126   2 w
SimDecRadioChannel          -1.29349 1.093744 -2.268115    35  125   2 w
SimCycleRadioChannel        -1.29349 1.093744 -2.268115    35  125   1 w
SimIncAirSource             -0.22615 -1.330263 -2.306733    55  124   1 w
SimDecAirSource             -0.22615 -1.330263 -2.306733    55  126   2 w
SimIncFuelPump              -1.71126 -0.772583 -1.715546    25  124   1 w
SimDecFuelPump              -1.71126 -0.772583 -1.715546    25  124   2 w
SimIncFuelSwitch            -1.73517 -0.772583 -1.564266    25  129   1 
SimDecFuelSwitch            -1.73517 -0.772583 -1.564266    25  129   2 
SimDLOff                    -0.61391 -1.163134 -2.246326    20  115   2 
SimDLOn                     -0.59160 -1.164306 -2.292667    20  115   1 
SimDLOff                    -0.59160 -1.164306 -2.292667    20  115   2 
SimDLOn                     -0.55893 -1.163134 -2.249338    20  115   1 
SimEmergencyJettison        -1.77488 1.085485 -1.641123    55  123   1 
SimEngContSec               0.99703 1.223887 -2.357404    55  115   1 
SimEngContPri               0.99703 1.223887 -2.357404    55  115   2 
SimEpuUp                    0.19112 -1.384655 -2.269501    35  125   1 
SimEpuDown                  0.19112 -1.384655 -2.269501    35  125   2 
SimEpuDown                  0.19112 -1.452693 -2.269501    35  125   2 
SimEpuUp                    0.19112 -1.452916 -2.269501    35  125   1 
SimEWSChaffPower            -1.73501 0.363046 -1.597390    35  126   1 
SimEWSFlarePower            -1.72312 0.363046 -1.712337    35  126   1 
SimEWSJammerPower           -1.72219 0.846607 -1.726098    35  126   1 
SimEWSPGMInc                -1.72510 -0.521228 -1.719514    15  129   1 
SimEWSPGMDec                -1.72510 -0.521228 -1.719514    15  129   2 
SimEWSProgInc               -1.72912 -0.521228 -1.673603    15  129   1 
SimEWSProgDec               -1.72912 -0.521228 -1.673603    15  129   2 
SimRwrPower                 -1.75988 -0.619816 -1.179890    35  125   2 
SimRwrPower                 -1.75988 -0.619816 -1.179890    35  125   1 
SimWingLightOff             -0.89555 1.342440 -2.368484    35  115   2 
SimWingLightBrt             -0.89555 1.342440 -2.368484    35  115   1 
SimFCCOn                    -0.69647 -1.459755 -2.284796    20  115   1 
SimFCCOff                   -0.69647 -1.459755 -2.284796    20  115   2 
SimFCCOff                   -0.71915 -1.460308 -2.240172    20  115   2 
SimFCCOn                    -0.66417 -1.460308 -2.243175    20  115   1 
SimFCROff                   -0.61391 -1.377857 -2.246326    20  115   2 
SimFCROn                    -0.59160 -1.379161 -2.292667    20  115   1 
SimFCROff                   -0.59160 -1.379161 -2.292667    20  115   2 
SimFCROn                    -0.55893 -1.377857 -2.249338    20  115   1 
SimFuelDoorOpen             -0.92091 1.110607 -2.368484    40  115   1 
SimFuelDoorClose            -0.92091 1.110607 -2.368484    40  115   2 
SimFuelTransWing            -1.74201 -0.772583 -1.486105    25  129   1 
SimFuelTransNorm            -1.74201 -0.772583 -1.486105    25  129   2 
SimGPSOff                   -0.71941 -1.163134 -2.240147    20  115   2 
SimGPSOn                    -0.69647 -1.164727 -2.284796    20  115   1 
SimGPSOff                   -0.69647 -1.164727 -2.284796    20  115   2 
SimGPSOn                    -0.66443 -1.163134 -2.243159    20  115   1 
SimHsiCourseInc             -1.73219 -0.345249 -1.480628    30  125   1 w
SimHsiCourseDec             -1.73219 -0.345249 -1.480628    30  125   2 w
SimHsiHeadingInc            -1.73204 -0.608361 -1.482335    30  125   1 w
SimHsiHeadingDec            -1.73204 -0.608361 -1.482335    30  125   2 w
SimHSIModeInc               -1.26834 -1.053385 -2.254279    55  124   1 w
SimHSIModeDec               -1.26834 -1.053385 -2.254279    55  124   2 w
SimHUDScalesDown            -1.46350 0.200521 -0.826592    30  115   2 
SimHUDScalesUp              -1.46350 0.200521 -0.826592    30  115   1 
SimHUDBrightnessDown        -1.46060 0.201807 -0.925584    35  124   2 w
SimHUDBrightnessUp          -1.46060 0.201807 -0.925584    35  124   1 w
SimHUDDEDDown               -0.69647 -1.073127 -2.284796    20  115   2 
SimHUDDEDDown               -0.71739 -1.074043 -2.240304    20  115   2 
SimHUDDEDUp                 -0.69627 -1.073127 -2.284425    20  115   1 
SimHUDDEDUp                 -0.66241 -1.074043 -2.243307    20  115   1 
SimHUDOn                    -1.53929 0.084399 -1.098570    25  115   1 
SimHUDOff                   -1.53929 0.084399 -1.098570    25  115   2 
SimHUDAltDown               -1.46359 -0.207089 -0.874418    35  124   1 w
SimHUDAltUp                 -1.46359 -0.207089 -0.874418    35  124   2 w
SimHUDVelocityUp            -1.46730 -0.130230 -0.803764    30  115   1 
SimHUDVelocityDown          -1.46730 -0.130230 -0.803764    30  115   2 
SimICPAA                    -1.73573 -0.426525 -1.598058    15  129   1 
SimICPAG                    -1.73573 -0.480150 -1.598058    15  129   1 
SimICPALOW                  -1.41203 -1.409059 -2.277000    20  126   1 
SimICPCLEAR                 -1.14971 -1.495733 -2.287882    25  122   1 
SimICPCom1                  -1.41900 -1.046925 -2.277000    20  126   1 
SimICPCom2                  -1.41900 -1.219350 -2.277000    20  126   1 
SimICPCrus                  -1.32186 -1.406790 -2.280349    20  126   1 
SimICPDEDDOWN               -1.23337 -1.245750 -2.285440    20  126   1 
SimICPDEDSEQ                -1.15325 -1.239579 -2.287882    20  124   1 
SimICPDEDUP                 -1.31010 -1.244100 -2.282618    20  126   1 
SimICPEIGHT                 -1.23337 -1.405569 -2.285440    20  126   1 
SimICPEnter                 -1.15426 -1.337193 -2.287882    25  122   1 
SimICPIFF                   -1.58804 0.185625 -1.769039    25  129   1 
SimICPLIST                  -1.41900 -1.134375 -2.277000    20  126   1 
SimICPMark                  -1.23337 -1.331319 -2.285440    20  126   1 
SimICPNINE                  -1.23337 -1.488069 -2.285440    20  126   1 
SimICPResetDED              -1.15558 -1.141800 -2.287882    20  124   1 
SimICPSIX                   -1.32186 -1.489290 -2.280349    20  126   1 
SimICPStpt                  -1.32186 -1.332540 -2.280349    20  126   1 
SimICPTHREE                 -1.41203 -1.491559 -2.277000    20  126   1 
SimICPTILS                  -1.41203 -1.334809 -2.277000    20  126   1 
SimICPZERO                  -1.14675 -1.408927 -2.287882    20  126   1 
SimILSDown                  0.50293 1.148639 -2.372436    25  125   2 
SimILSUp                    0.50293 1.258364 -2.372436    25  125   1 
SimINSInc                   -1.14238 -1.023380 -2.289804    35  126   1 
SimINSDec                   -1.14238 -1.023380 -2.289804    35  126   2 
SimJfsStartCycle            0.23182 -1.196250 -2.310000    66  126   1 
SimLandingLightInc          -1.18580 1.549556 -2.225503    80  126   1 
SimLandingLightDec          -1.18580 1.549556 -2.225503    80  126   2 
SimLaserArmOn               -1.71257 -0.369223 -1.696753    25  115   1 
SimLaserArmOff              -1.71257 -0.369223 -1.696753    25  115   2 
SimLEFLock                  -0.69749 1.230356 -2.352991    35  115   2 
SimLEFAuto                  -0.69749 1.230356 -2.352991    35  115   1 
SimLeftAPDown               -1.80017 0.659083 -0.887733    25  115   1 
SimLeftAPMid                -1.79622 0.713429 -0.932918    25  115   1 
SimLeftAPUp                 -1.79221 0.765665 -0.978772    25  115   1 
SimLightsSteady             -0.70182 1.468203 -2.368484    35  115   2 
SimLightsFlash              -0.70182 1.468203 -2.368484    35  115   1 
SimExtlMasterOff            -0.69749 1.325495 -2.352991    35  115   2 
SimExtlMasterNorm           -0.69749 1.325495 -2.352991    35  115   1 
SimMainPowerDec             -1.70848 -0.989175 -1.771514    40  115   2 
SimMainPowerInc             -1.70693 -0.989175 -1.771968    40  115   1 
SimMalIndLightsOFF          -1.71025 -1.090963 -1.773445    40  115   2 
SimMalIndLights             -1.71025 -1.090963 -1.773445    40  115   1 
SimMalIndLightsOFF          1.36937 1.253587 -2.391576    55  115   2 
SimMalIndLights             1.36937 1.253587 -2.391576    55  115   1 
SimMalIndLightsOFF          1.17109 1.253587 -2.391576    55  115   2 
SimMalIndLights             1.17109 1.253587 -2.391576    55  115   1 
SimMasterArmDown            -1.70815 0.853405 -1.564579    35  115   2 
SimMasterArmUp              -1.70859 0.853405 -1.564613    35  115   1 
SimMasterFuelOn             0.27501 -1.384655 -2.269501    35  125   1 
SimMasterFuelOff            0.27501 -1.384655 -2.269501    35  125   2 
SimMasterFuelOff            0.27501 -1.452693 -2.269501    35  125   2 
SimMasterFuelOn             0.27501 -1.452916 -2.269501    35  125   1 
SimMFDPower                 -1.60221 -0.243047 -1.725653    20  115   1 
SimMFDPower                 -0.69627 -0.993250 -2.284425    20  115   1 
SimMFDPower                 -0.66241 -0.994166 -2.243307    20  115   1 
SimMFDPower                 -1.60296 -0.243047 -1.726098    20  115   2 
SimMFDPower                 -0.69647 -0.993250 -2.284796    20  115   2 
SimMFDPower                 -0.71739 -0.994166 -2.240304    20  115   2 
SimMPOToggle                -1.77201 0.681289 -1.058063    40  115   1 
SimMPOToggle                -1.77201 0.681289 -1.058063    40  115   2 
SimParkingBrakeToggle       0.19348 -0.895645 -2.127196    65  123   1 
SimParkingBrakeToggle       0.47848 -0.897105 -2.152128    65  123   1 
SimParkingBrakeToggle       0.32645 -0.897319 -2.138829    65  123   1 
SimRALTDown                 -1.45455 -0.130231 -0.926780    30  115   2 
SimRALTUp                   -1.45481 -0.130231 -0.926805    30  115   1 
SimRetUp                    -1.51636 -0.199506 -1.102563    35  124   1 
SimRetDn                    -1.51636 -0.199506 -1.102563    35  124   2 
SimReticleSwitchUp          -1.45193 0.115818 -0.922820    30  115   1 
SimReticleSwitchDown        -1.45193 0.115818 -0.922820    30  115   2 
SimRightAPMid               -1.78415 0.872611 -1.070858    25  115   2 
SimRightAPDown              -1.78415 0.872611 -1.070858    25  115   1 
SimRightAPMid               -1.78819 0.820101 -1.024815    25  115   2 
SimRightAPUp                -1.78819 0.820101 -1.024815    25  115   1 
SimRightHptOn               -0.69647 -1.377717 -2.284796    20  115   1 
SimRightHptOff              -0.69647 -1.377717 -2.284796    20  115   2 
SimRightHptOff              -0.71915 -1.377857 -2.240172    20  115   2 
SimRightHptOn               -0.66417 -1.377857 -2.243175    20  115   1 
SimRWRHandoff               -1.73501 0.460352 -1.597390    35  126   2 
SimRWRHandoff               -1.73501 0.460352 -1.597390    35  126   1 
SimEcmPowerOff              -1.72312 0.752977 -1.712337    35  126   2 
SimEcmPowerOn               -1.72312 0.752977 -1.712337    35  126   1 
SimRWRSetGroundPriority     -1.72312 0.460352 -1.712337    35  126   1 
SimRWRSetNaval              -1.73501 0.651536 -1.597390    35  126   1 
SimRWRSetPriority           -1.73501 0.752977 -1.597390    35  126   1 
SimRWRSetSearch             -1.72312 0.555996 -1.712337    35  126   1 
SimRWRSetTargetSep          -1.73501 0.555996 -1.597390    35  126   1 
SimRWRSetUnknowns           -1.74122 0.651536 -1.539310    35  126   1 
SimSeatOn                   -0.95336 -0.103463 -2.186572   120  129   1 
SimSeatOff                  -0.95336 -0.103463 -2.186572   120  129   2 
SimSeatOn                   -1.06875 0.013637 -1.986715   120  129   1 
SimSeatOff                  -1.06875 0.013637 -1.986715   120  129   2 
SimSilenceHorn              -1.47918 0.119085 -0.825363    20  126   1 
SimSMSOff                   -0.61391 -1.460308 -2.246326    20  115   2 
SimSMSOn                    -0.59160 -1.461199 -2.292667    20  115   1 
SimSMSOff                   -0.59160 -1.461199 -2.292667    20  115   2 
SimSMSOn                    -0.55893 -1.460308 -2.249338    20  115   1 
SimStepComm1VolumeUp        0.40502 1.369599 -2.372436    25  125   1 w
SimStepComm1VolumeDown      0.40502 1.369599 -2.372436    25  125   2 w
