---- Created by LOD Exporter ----
SimCBEOSB_20L                                                    -1.37582 0.496409 -0.663312    30    0   1
SimCBEOSB_6L                                                     -1.37582 0.300081 -0.663312    30    0   1
SimCBEOSB_16L                                                    -1.34297 0.496409 -0.785940    30    0   1
SimCBEOSB_10L                                                    -1.34297 0.300081 -0.785940    30    0   1
SimCBEOSB_18L                                                    -1.35940 0.496409 -0.724626    30    0   1
SimCBEOSB_8L                                                     -1.35940 0.300081 -0.724626    30    0   1
SimCBEOSB_17L                                                    -1.35105 0.496409 -0.755755    30    0   1
SimCBEOSB_9L                                                     -1.35105 0.300081 -0.755755    30    0   1
SimCBEOSB_19L                                                    -1.36748 0.496409 -0.694441    30    0   1
SimCBEOSB_7L                                                     -1.36748 0.300081 -0.694441    30    0   1
SimCBEOSB_15L                                                    -1.33418 0.460726 -0.818739    30    0   1
SimCBEOSB_11L                                                    -1.33418 0.334856 -0.818739    30    0   1
SimCBEOSB_13L                                                    -1.33418 0.396965 -0.818739    30    0   1
SimCBEOSB_12L                                                    -1.33418 0.365655 -0.818739    30    0   1
SimCBEOSB_14L                                                    -1.33418 0.429416 -0.818739    30    0   1
SimCBEOSB_4L                                                     -1.38574 0.365655 -0.626309    30    0   1
SimCBEOSB_2L                                                     -1.38574 0.429416 -0.626309    30    0   1
SimCBEOSB_1L                                                     -1.38574 0.460726 -0.626309    30    0   1
SimCBEOSB_3L                                                     -1.38574 0.396965 -0.626309    30    0   1
SimCBEOSB_5L                                                     -1.38574 0.334856 -0.626309    30    0   1
SimRADARGainUp                                                   -1.37130 0.333131 -0.582288    30  115   1
SimRADARGainDown                                                 -1.37130 0.333131 -0.582288    30  115   2
SimCBEOSB_BRTDOWN_L                                             -1.33513 0.547431 -0.717292    30  115   2
SimCBEOSB_BRTUP_L                                               -1.33513 0.547431 -0.717292    30  115   1

SimRALTUp                                                        -1.33849 0.630999 -0.789799    30  115   1
SimRALTDown                                                      -1.33849 0.630999 -0.789799    30  115   2

SimLandingLightOn                                                -1.16887 0.887430 -1.223223    30  118   1
SimLandingLightOff                                               -1.15888 0.887785 -1.257041    30  119   1

SimEmergencyJettison                                             -0.97628 1.188556 -1.571631    30  123   1

AFAlternateGear                                                  -1.05402 1.441861 -1.406835    40  117   1
AFAlternateGearReset                                             -1.05402 1.441861 -1.406835    40  117   2

AFGearUp                                                         -1.09245 0.858537 -1.497355    60  119   2
AFGearDown                                                       -1.09245 0.858537 -1.497355    60  118   1

SimHsiCourseInc                                                  -1.18004 0.501922 -1.392314    30  115   1
SimHsiHeadingInc                                                 -1.18004 0.331249 -1.392314    30  115   1
SimHsiHeadingDec                                                 -1.18004 0.331249 -1.392314    30  115   2
SimHsiCourseDec                                                  -1.18004 0.501922 -1.392314    30  115   2

