// F-16AM RJAF - MLU AM-BAC/RJAF Type
// Last edited: 16/11/2019
// <command name>   <x>   <y>   <z>   <size>   <snd>   <msbtn>   <wheel>
// Panel order: left to right, top down


//////////////////
// LEFT CONSOLE //
//////////////////

// Test
SimFlcsPowerTest                                                 0.99859 1.454841 -2.276584    30  310   2

SimFlcsPowerTest                                                 0.99859 1.454841 -2.276584    30  310   1

SimEpuGenTest                                                    1.06361 1.536168 -2.256279    30  115   2

SimEpuGenTest                                                    1.06361 1.536168 -2.256279    30  115   1

SimProbeHeatMoveDown                                             1.14655 1.537901 -2.255383    30  115   2

SimProbeHeatMoveUp                                               1.14655 1.537901 -2.255383    30  115   1

SimMalIndLights                                                  0.98369 1.658729 -2.231017    30  313   2

SimMalIndLights                                                  0.98369 1.658729 -2.231017    30  312   1

SimOBOGSBit                                                      1.05752 1.655789 -2.226992    30  115   2

SimOBOGSBit                                                      1.05752 1.655789 -2.226992    30  115   1

SimOverHeat                                                      1.12313 1.655666 -2.226489    30  313   2

SimOverHeat                                                      1.12313 1.655666 -2.226489    30  312   1


// Flight Control - F-16AM BAF - MLU AM-BAF/RJAF Type
SimDigitalBUP                                                    0.78048 1.515210 -2.262432    30  115   2

SimDigitalBUPOff                                                 0.78048 1.515210 -2.262432    30  115   1

SimAltFlapsExtend                                                0.58786 1.441019 -2.278862    30  310   2

SimAltFlapsNorm                                                  0.58786 1.441019 -2.278862    30  310   1

SimManualFlyupDisable                                            0.69008 1.445991 -2.283394    20  115   1

SimManualFlyupEnable                                             0.69008 1.445991 -2.283394    30  115   2

SimLEFLock                                                       0.70637 1.290387 -2.318585    30  310   2

SimLEFAuto                                                       0.70637 1.290387 -2.318585    30  310   1

SimFLCSReset                                                     0.68867 1.539451 -2.262072    30  115   1

SimFLTBIT                                                        0.85673 1.516538 -2.259701    30  319   1


// Manual Trim
SimTrimRollRight                                                 0.42017 1.156347 -2.336205    30  309   2

SimTrimRollLeft                                                  0.42017 1.156347 -2.336205    30  309   1

SimTrimNoseDown                                                  0.16412 0.973483 -2.373888    30  309   2

SimTrimNoseUp                                                    0.16412 0.973483 -2.373888    30  309   1

SimTrimYawLeft                                                   0.37767 0.997854 -2.370908    30  116   2 w

SimTrimYawRight                                                  0.37767 0.997854 -2.370908    30  116   1 w

SimTrimAPDISC                                                    0.16057 1.182105 -2.341290    30  310   2 w

SimTrimAPNORM                                                    0.16057 1.182105 -2.341290    30  310   1


// Fuel
SimDecFuelPump                   0.214290    1.609503   -2.235212    30    124    2    w
SimIncFuelPump                   0.214290    1.609503   -2.235212    30    124    1    w
SimMasterFuelOn                  0.403315    1.641081   -2.259847    30    317    1
SimMasterFuelOff                 0.403315    1.641081   -2.259847    30    316    2
SimFuelDoorClose                 0.112890    1.632864   -2.268466    30    311    2
SimFuelDoorOpen                  0.112890    1.632864   -2.268466    30    311    1
//unused: Tank Inerting On       0.321484    1.602720   -2.235212    30    311    1
//unused: Tank Inerting Off      0.321484    1.602720   -2.235212    30    311    2

// IFF
SimAuxComUFC                     0.134628    1.451730   -2.280160    25    125    1    w
