 <command name>			<x>	<y> 	<z>	<size>	<snd>	<msbtn> <state>

///////////////
// A10 3DPIT //
///////////////

SimRWRSetGroundPriority         -2.378987 -0.153801 -1.094613 50  126   1
SimRwrPower			-2.378987 -0.153801 -1.195038 50  126   1
SimRWRHandoff                   -2.378987 0.018202 -1.094613 50  126   1
//SimRWRSetNaval                -2.378987 0.018202 -1.195038 50  126   1
SimRWRSetUnknowns               -2.378987 0.018202 -1.195038 50  126   2
SimRWRSetSearch                 -2.378987 0.099672 -1.094613 50  126   1
SimRWRSetPriority               -2.378987 0.195260 -1.094613 50  126   1
SimRWRSetTargetSep              -2.378987 0.195260 -1.195038 50  126   1

SimInhibitVMS	                -2.430075 0.291153 -0.797260  50 121   1
SimHUDRadar                     -2.430075 0.176914 -0.797260  50 121   1
SimHUDScales                    -2.430075 0.043130 -0.797260  50 121   1
SimDriftCO                      -2.430075 -0.142074 -0.797260 50 121   1
SimHUDFPM                       -2.430075 -0.265061 -0.755905 50 126   1

ExtinguishMasterCaution		-2.537310 0.897418 -1.220878 50 127 1
					
SimCBEOSB_1R			-2.584318 -0.946493 -1.363842	20 0 1
SimCBEOSB_2R			-2.584318 -1.017849 -1.363842	20 0 1
SimCBEOSB_3R			-2.584318 -1.099657 -1.363842	20 0 1
SimCBEOSB_4R			-2.584318 -1.176785 -1.363842	20 0 1
SimCBEOSB_5R			-2.584318 -1.253913 -1.363842	20 0 1

SimCBEOSB_6R			-2.584318 -1.310146 -1.456062	20 0 1
SimCBEOSB_7R			-2.584318 -1.310146 -1.522740	20 0 1
SimCBEOSB_8R			-2.584318 -1.310146 -1.602585	20 0 1
SimCBEOSB_9R			-2.584318 -1.310146 -1.683438	20 0 1
SimCBEOSB_10R			-2.584318 -1.310146 -1.757947	20 0 1

SimCBEOSB_11R			-2.584318 -1.253913 -1.827455	20 0 1
SimCBEOSB_12R			-2.584318 -1.176785 -1.827455	20 0 1
SimCBEOSB_13R			-2.584318 -1.099657 -1.827455	20 0 1
SimCBEOSB_14R			-2.584318 -1.017849 -1.827455	20 0 1
SimCBEOSB_15R			-2.584318 -0.946493 -1.827455	20 0 1

SimCBEOSB_16R			-2.584318 -0.877369 -1.757947	20 0 1
SimCBEOSB_17R			-2.584318 -0.877369 -1.683438	20 0 1
SimCBEOSB_18R			-2.584318 -0.877369 -1.602585	20 0 1
SimCBEOSB_19R			-2.584318 -0.877369 -1.522740	20 0 1
SimCBEOSB_20R			-2.584318 -0.877369 -1.456062	20 0 1


SimIncFuelSwitch 		-2.576066 -1.714480 -2.808256 50 115 1
SimDecFuelSwitch 		-2.576066 -1.714480 -2.808256 50 115 2

SimMasterFuelOn			-1.852962 1.837355 -3.135788 50 121 1
SimMasterFuelOff		-1.852962 1.837355 -3.135788 50 121 2

SimFuelPumpOff			-2.327314 1.93735 -3.063612 20 121 2
SimFuelPumpNorm			-2.327314 1.93735 -3.063612 20 121 1
SimFuelPumpFwd			-2.327314 1.78735 -3.063612 20 121 1
SimFuelPumpAft			-2.327314 1.78735 -3.063612 20 121 2

SimFuelTransNorm		-2.482524 1.857819 -3.018870 50 121 1
SimFuelTransWing		-2.482524 1.857819 -3.018870 50 121 2

SimFuelDoorClose		-1.748717 1.348651 -2.889476 30 117 1
SimFuelDoorOpen			-2.099399 1.398745 -2.889476 30 118 1 

SimMainPowerMain		-1.669597 -2.297004 -3.104318 50 121 1
SimMainPowerOff			-1.669597 -2.297004 -3.104318 50 121 2
SimMainPowerBatt		-1.671468 -2.569033 -3.043157 30 121 1	

SimTrimRollLeft			-1.305135 2.466890 -2.946118 50 121 1
SimTrimRollRight		-1.305135 2.466890 -2.946118 50 121 2

SimTrimNoseUp			-1.326966 2.219268 -3.064953 50 121 1
SimTrimNoseDown			-1.326966 2.219268 -3.064953 50 121 2

SimTrimYawRight			-1.134741 2.584145 -2.915728 30 115 1
SimTrimYawLeft			-1.134741 2.584145 -2.915728 30 115 2

SimTrimAPNORM			-1.133645 2.212218 -3.064953 30 122 1
SimTrimAPDISC			-1.133645 2.212218 -3.064953 30 122 2

SimRightAPMid			-0.253770 2.389879 -3.016096 20 121 1
SimRightAPUp			0.010372 2.511091 -2.977411 20 121 1
SimRightAPDown			0.008057 2.273377 -3.112673 20 121 1

AFCanopyToggle			-2.286506 -2.146220 -2.800379 50 121 1

SimAirSourceNorm		-0.090296 -2.594385 -2.953310 30 121 1
SimAirSourceOff			-0.090296 -2.594385 -2.953310 30 121 2

SimICPCom1			-2.488720 -0.259026 -2.648734 20 122 1
SimICPCom2			-2.488720 -0.246968 -2.723148 20 122 1
SimStepHSIMode			-2.488720 -0.132452 -2.723148 30 126 1
SimStepHSIMode			-2.488720 -0.032399 -2.723148 30 126 1
SimStepHSIMode			-2.488720 0.061196 -2.723148 30 126 1
SimStepHSIMode			-2.488720 0.155135 -2.723148 30 126 1

SimICPLIST			-0.600798 -1.582680 -3.117945 40 115 1
SimICPTILS			-0.696018 -1.740205 -3.117945 20 122 1
SimICPALOW			-0.696018 -1.827865 -3.117945 20 122 1
SimICPTHREE			-0.697654 -1.937472 -3.117945 20 122 1
SimICPCLEAR			-0.431773 -1.937472 -3.117945 20 122 1
SimICPStpt			-0.603951 -1.740205 -3.117945 20 122 1
SimICPCrus			-0.603951 -1.827865 -3.117945 20 122 1
SimICPSIX			-0.608786 -1.937472 -3.117945 20 122 1
SimICPEnter			-0.432182 -1.740205 -3.117945 20 122 1
SimICPMark			-0.515428 -1.740205 -3.117945 20 122 1
SimICPEIGHT			-0.510962 -1.827865 -3.117945 20 122 1
SimICPNINE			-0.521685 -1.937472 -3.117945 20 122 1
SimICPZERO			-0.429082 -1.827865 -3.117945 20 122 1
SimICPNext			-0.880807 -1.913504 -3.069745 20 122 1
SimICPPrevious			-0.945727 -1.913504 -3.069745 20 122 1
SimICPDEDUP			-1.090406 -1.913504 -3.069745 20 122 1
SimICPDEDDOWN			-1.023621 -1.913504 -3.069745 20 122 1
SimICPResetDED			-0.339706 -1.827865 -3.117945 20 122 1
SimICPDEDSEQ			-0.699549 -1.445075 -3.117945 20 122 1
SimICPFAck			-0.347080 -1.740205 -3.117945 20 122 1

SimExtlAntiColl			0.432503 -2.611732 -2.984358 20 121 1
SimExtlWing			0.432863 -2.356703 -2.984358 40 115 1
SimExtlSteady			0.415789 -2.124765 -3.041398 20 121 1
SimExtlPower			0.630595 -2.385916 -3.041398 20 121 1

SimLaserArmOn			-2.407088 0.192843 -2.960996 25 115 1
SimLaserArmOff			-2.407088 0.192843 -2.960996 25 115 2

SimCMSUp		0.301267 -1.672166 -3.134906 20 121 1
SimEWSModeStby			0.470181 -1.403633 -3.125560 40 115 1
SimEWSModeMan			0.388143 -1.403633 -3.125560 40 115 1
SimEWSModeSemi			0.344375 -1.495244 -3.125560 40 115 1
SimEWSModeAuto			0.403913 -1.585112 -3.125560 40 115 1
SimEWSProgInc			0.468482 -1.893791 -3.134906 40 115 1
SimEWSProgDec			0.468482 -1.893791 -3.134906 40 115 2

SimWarnReset			-2.538591 1.399714 -1.307857 30 122 1
SimICPAG			-2.538591 1.230620 -1.255761 40 115 1
SimICPAA			-2.538591 1.230620 -1.255761 40 115 2
