# NAVAIDS v1.0.5 FOR ISRAEL THEATER - FALCON BMS 4.35 U1
#
# 2021.05.02 - Procedurally generated new UHF frequencies, ONLY for empty ATC entities, as to not alter the information in "Israel Navaids list v1.0.5.pdf"
#
# File format is as follows:
#
# <campaign ID> <tacan ch#> <tacan band> <callsign> <range> <tacan_type> \
# <tower_freq_UHF> <tower_freq_VHF> <runway1_ils_freq> <runway2_ils_freq> <runway3_ils_freq> \
# <runway4_ils_freq> <OPS_freq_UHF> <GROUND_freq_UHF> <APPROACH_freq_UHF> <LSO_freq_UHF> <ATIS_freq_VHF>
# <TOWER_FRAG> <GROUND FRAG> <APPROACH FRAG> <ATIS STATION FRAG>
#------- ISRAEL -------
# 
# BEN GURION
27 082 X 3 100 1 331000 132100 11090 10870 11030 11190 307475 246450 298300 0 132500 2512 2420 2466 0
# 
# EILAT
10 057 X 11 30 1 279150 136000 0 0 0 0 360500 302175 337025 0 132550 0 2428 0 2520
# 
# HATZERIM
47 100 X 7 30 1 341000 131150 0 11150 0 0 315500 290775 352900 0 119200 2516 2424 2470 0
# 
# HATZOR
48 117 X 6 25 1 342050 123550 10930 0 0 0 285050 309450 397875 0 128275 2515 2423 2469 0
# 
# MEGIDDO (Strip)
7 001 Y 1 0 1 283950 124400 0 0 0 0 332575 305975 230875 0 0 2510 2418 2464 0
# 
# NEVATIM
555 052 X 8 25 1 341500 129300 10850 0 0 0 334250 379050 250525 0 125575 2517 2425 2471 0
# 
# OVDA
225 088 X 10 20 1 340000 129900 10970 0 0 0 374800 299725 337625 0 130275 2519 2427 2473 0
# 
# PALMACHIM
560 079 X 4 50 1 341350 135550 0 0 0 0 370625 397975 228975 0 126100 2513 2421 2467 0
# 
# RAMAT DAVID
296 045 X 0 40 1 341400 118600 0 0 11110 0 333650 360750 292425 0 127450 2509 2417 2463 0
# 
# RAMON
561 039 X 9 50 1 340500 124600 0 11050 0 0 321550 364450 289275 0 129975 2518 2426 2472 0
# 
# ROSH PINA (Strip)
32 067 Y 999 0 1 260850 118450 0 0 0 0 229200 325350 264575 0 132450 0 0 0 0
# 
# SDE DOV
353 071 X 2 25 1 343350 124000 10910 0 0 0 391475 242975 348450 0 122900 2511 2419 2465 0
# 
# TEL NOF
357 059 X 5 25 1 342000 128150 0 0 11090 0 296225 389075 250825 0 118350 2514 2422 2468 0
# 
# YASSER ARAFAT INTL
28 080 X 999 40 1 329325 120400 10890 0 0 0 229975 268425 312825 0 120900 0 0 0 0
# 
# AKROTIRI
512 107 X 999 200 1 339850 128000 10970 0 0 0 282750 320000 325375 0 119400 0 0 0 0
# 
# ABU RUDIES
371 002 Y 999 0 1 285850 123500 0 0 0 0 340825 349700 325400 0 130250 0 0 0 0
# 
# ABU SUWAYR
23 003 Y 999 0 1 245275 121450 0 0 0 0 229800 277175 343850 0 127550 0 0 0 0
# 
# AL MANSURHA
392 004 Y 999 0 1 394600 122100 0 0 0 0 290575 293225 324850 0 122275 0 0 0 0
# 
# AL MANZILAH
470 005 Y 999 0 1 286250 121600 0 0 0 0 246800 356350 380050 0 125825 0 0 0 0
# (El Minya)
# AL MINYA
489 006 Y 999 0 1 256075 123300 0 0 0 0 280800 330375 335025 0 124875 0 0 0 0
# 
# Al RAHMANIYAH
490 007 Y 999 0 1 365850 123400 0 0 0 0 310500 363950 302400 0 126775 0 0 0 0
# (AZ ZAQAZIQ)
# AL ZAQAZIQ
494 008 Y 999 0 1 295500 121800 0 0 0 0 353025 234350 309525 0 122825 0 0 0 0
# (Al Ismailiyah)
# ALISMAYLIA
497 010 Y 999 0 1 270650 118550 0 0 0 0 387625 287100 350900 0 119550 0 0 0 0
# 
# AS SALIHIYAH
505 011 Y 999 0 1 229325 121350 0 0 0 0 235150 303025 356325 0 120375 0 0 0 0
# 
# ASSIUT
506 124 X 999 200 1 325825 118100 11130 0 0 0 322100 375825 310050 0 126875 0 0 0 0
# 
# BALUZA
507 012 Y 999 0 1 226100 120500 0 0 0 0 391400 292700 397900 0 129575 0 0 0 0
# 
# BEN SUEF
517 013 Y 999 0 1 289400 127100 0 0 0 0 233875 233650 253000 0 121475 0 0 0 0
# 
# BILBAYS
63 014 Y 999 0 1 355975 122000 0 0 0 0 261200 296400 306150 0 122950 0 0 0 0
# 
# BILBAYS 2
527 015 Y 999 0 1 369600 122050 0 0 0 0 341550 394950 344950 0 118825 0 0 0 0
# 
# BIR GIFGAFA
529 017 Y 999 0 1 337000 119650 0 0 0 0 278525 288375 365100 0 119975 0 0 0 0
# 
# BIR HASSANA
